,Ratings,Full_review
8444,5,I love this mivi earphones as the sound quality is superb and battery backup is also too good and it get charged too fast very good product in reasonable price range and make in indian product too
8445,5,I CAN SAY THIS IS THE BEST BLUETOOTH NECKBAND AT A PRICE OF 999 WITH IMMENSE NUMBER OF FEATURES.VOICE CLARITY IS JUST AWESOME.BASS IS DECENT.BUILD IS FANTASTIC.10 MINS CHARGE AND 10 HRS PLAYBACK.THAT'S CRAZY.THANKS MIVI FOR THIS AMAZING PRODUCT. #PROUDLYMADEININDIA.
8446,5,The colour is very nice. The driver gets the volume loud but the bass is decent. The magnets are not very strong and the build quality is okay. The range between the phone and the headset is pretty good. The bass is decent and the buttons are easy to use. There is a little delay but otherwise it works fine. The mic quality is decent and for phone calls its fine. Overall loved the product and it is worth it!
8447,5,"Mivi Collar Classic Wireless Earphone Are Best in Budget Earphone 1) Build Quality:- The build quality is strong for rough use, Though Red color looks Faded but you can have other color options too. Matte finish for complete body neck portion have some grip for perfect fit. 2)Sound Quality:- The sound is good at this price having 10mm dynamic drivers which create average bass and good amount of treble. Gaming Experience may give delay for mobile but for laptop gaming its perfect 3)Battery- T..."
8448,5,"Best one, has magnetic and flexible design and also its water and dust proof. Plus it has wide compatibility with easy access.Stylish and comfortable in use.Worth buy."
8449,5,The mivi collar classic has amazing sound quality. The microphone works well. There is no disrusption while on call due to this. It connect fastly with the device. Moreover it has stylish look as shown in picture.
8450,5,Good product nice sound very good to buy....Bass is very awesome of product.. Everyone should buy this..a
8451,5,Nice products value for money budget best product and good to fast delivery 🤩
8452,5,this is a amezing products that's sounds quality is very good And i charge it only 10 min and really i shocked i use it 10 hour's continue. the battery life is super I am very happy after buying this this is very helpful for me
8453,4,Tips for best use- 1.Charge it before using for first time 2.Connect to only 2 devices 3.Use the tip of size suitable to your ear It is great product from Mivi
8454,4,Best product of Mivi. Enjoying listening music with the mivi collar. Thanks Flipkart for fast delivery and thanks to mivi for such good product.
8455,5,Got it for 799 What is good? 1) value of money is 85% 2)wire quality is superior 3) audio video sound is much more than fine 4)comfortable in ears 5) good product finishing 6) collor is also comfortable 7)calling is like 3.8/5 8) battery backup is good  What need improvements 1) magnetic power of earbuds 2) Buttons are bit on harder side 3) auto connect doesn't work . I don't know if it is in my case or with everyone  What is didn't tested 1) charging speed 2) area coverage by that I mean...
8456,5,I am using it for almost 1month this is detail review  *Built and quality :- good as per price *Sound :- good in my opinion because I don't know much knowledge about sound and base *Problem:- left ear piece is not fit it is sleeping Connectivity is not too good means you have to keep your phone with yourself.
8457,5,Amazing product from mivi. Immersive sound and high bass. Very good battery backup. At all it is worth it for me.
8458,4,"Its really a dood deal in this price range , the battery is awesome and the sound is also good the battery also stands for two to three days i loved this one"
8459,5,Mivi collar classic earphone is oneof the best in the market right now at this price range. The sound quality is quite good. The bass is also good. It is quite comfortable in the ear as well . The noise cancellation is also good. I'm quite happy with the product. It has fast charging as well. It gets full charge within 45 minutes. The battery back is also good. Overall experience is quite good. I loved it.
8460,5,Simply amazing. Charges pretty fast and it is enough for long usage and remains for days. It's designed so well that it is very comfortable to wear. The Neckband is very convenient as well. The magnet feature is amazing as well to save the battery when not in use and there is no need to switch on/off. The sound quality is pretty good as well. Very happy with the product.
8461,5,I bought this newly launched mivi bluetooth earphone for my dad and I tested this earphone and I am surprised with the sound quality moreever the bass is so good the most surprising is the fast charging and the battery backup o tested for one week the battery life is really good overall powerpack earphone at affordable price
8462,4,"Nice offering from MiVi in this space. A nice well built BT collar earphones with 17hrs battery backup is quite good. I have used it briefly and it's quite good. It's dust and splashproof capability makes it an awesome companion while exercising and running. BT 5.0 is connecting flawlessly. Sound will surprise you the most in these earphones. Tuned for Bass..If you are a Bass lover, you'll love these.You can use it for your calls also. Call quality is good with MEMS mic. Buttons have rubberis..."
8463,3,I just loved the sound bass and quality and design is superb . i loved its battery as when charged fully it runs for more than a day .superb product for me reallymivi is the best till time
8464,5,"Nice offering from MiVi in this space. A nice well built BT collar earphones with 24hrs battery backup is quite good. I have used it briefly and it's quite good. It's dust and splashproof capability makes it an awesome companion while exercising and running.Sound will surprise you the most in these earphones. Tuned for Bass..If you are a Bass lover, you'll love these.You can use it for your calls also. Call quality is good with MEMS mic. Buttons have rubberised texture and good to operate. Al..."
8465,5,Amazing sound quality and comfortable to wear. The delivery was super fast and there is no issue in connecting it to any device. Charges super fast as well. Very happy with the this product!!
8466,5,Amazing bluetooth from MIVI * Super Bass *Clear sound * Awsome batter back up * Fast charging * Perfect and premium product from MIVI
8467,5,I am being using the Boat Rocerzz 255F for more than 1.5 years and bought this classic collar but after using those for more than year there is much difference in the built quality of Rocerzz has every thing better the sound quality of mivi is (average) considered to Rocerzz . Will recommend buying boat instead of mivi
8468,5,"Sound quality: not so good. Lacking in clarity at hig volumes. Also lacks bass. Can use EQs for fine tuning the sound signature. But the default settings is not going to amuse you in any way. Battery life : Good. But for the size of the neckband, you wouldn't expect any less. It's an uncomfortably large neckband. Almost twice the size of my realme buds wireless. Also after 50% the battery drops down very quickly. Build quality: feels cheap. The mesh inside the earpiece fell off the first da..."
8469,5,One of the best earphone at this price. Really the sound quality is wonderful and the best part of these earphone is its battery backup. Just charge it once and it gives minimum 10hrs of backup.
8470,5,"I am fully satisfied with this neck band, build quality, connectivity, battery backup, sound and bass everything is superb. Fast charging really works like a magic, within a few minutes of charge it gives enough charging. Once fully charged it can easily last for more than a day. Call quality is very good and the mic is also super fine even if I speak in slow voice it is properly audible at the next end. I must say it is my finest purchase of a neck band till now...…"
8471,5,"A nice well built BT collar earphones with good battery backup. I have used it briefly and it's quite good. It's dust and splashproof capability makes it an awesome companion while exercising and running. Connecting flawlessly. Sound will surprise you the most in these earphones. Tuned for Bass..If you are a Bass lover, you'll love these. You can use it for your calls also. Call quality is good with mic. Buttons have rubberised texture and good to operate. Will surely recommend it."
8472,5,Excellent sound quality and battery is super amazing. I carry this everywhere I go. Theis bluetooth headset has made my life so much easier. Loved it ❤
8473,5,This mivi product is awesome. It has great sound quality. Its mic is of good quality so we can talk easily on phone calls. I loved its sound quality. Best product in this price range
8474,4,Okayish for this range(<1000) Build quality- 5*(but magnet is not so strong have to manually put both buds together) Perfect build quality Plastic material Flat wire Very light weight Sound quality- 3* For a bass and pop lover the sound quality is just average(*better consider purchasing BOAT within this range) Vocals as well as instrumentals are Not HD Edms are Not so clear Dissatisfaction in sound quality Average noise cancellation No dual pairing(*creates lot of inconveniences during d...
8475,3,Only some points i will say : Use correct silicon tips for better noise cancellation : Sound quality also depends on which platform do you listen like youtube and spotify have not same music quality on same music.... Overall good package under 1000 rs.
8476,5,"Its a very good earphone with a nice sound quality bass treble are perfect. It gives a perfect fit in your ears. Best earphone for gym and workout. Battery quality is awesome and it also supports fast charging which can fully charge it in 35-40 minutes. Very much impressed with its sound quality. And it is also an indian brand and all products if mivi also fully made in india. If you are looking for a best blutooth neckband, then go for it."
8477,5,Let's start with pros and cons Pros: 1.Best in Budget 2.Bass is Good 3.Sound quality is decent 4. Durable design 5.Best battery backup you can get  Cons: 1.Wire is a bit lengthy so they feel so uneasy hanging down you neck to your navel. 2. The greatest disadvantage there is a sound delay while playing PUBG it's like 1 sec sound delay and it matters a lot for players.  All in all What do you think you can get in 1000 it's more than enough in thousand rupees And the company can easily work on...
8478,5,It is a great pair of earphones from Mivi... They have kept the usage and comfort of the buyer well in mind and designed the product. Super happy with the purchase :)
8479,5,"Most comfortable, clear and yet most affordable neckband earphones from a trusted brand like Mivi. These are very light weight and thus does not burden your ears while using for hours."
8480,5,Product quality is very good. Looking is very premium. Good bass sound. I am using this more than 2 days without charging. Its battery backup time is really awesome. Bluetooth range is more than 10 meters aprox what i have tested in the free gound. Its supports fast charging. Diffifferent size ear buds provided. The two ear pods are connected magnetically. Its very good. 1 year warranty in this low price range thanks to mivi. Delivery is very good . I got the item in just one day.
8481,3,This mivi collar wireless earphones is awesome in this price i get so many amazing features 1. Ist thing which I noticed its strong build quality also light weight so you can wear it all day 2. Now the sound quality if I explain in one word its loud very loud so if you are lover of hip hop and high bass music it delivers good sound quality and bass It also have the mems mic for crystal clear calls 3. The fast charging is very useful its full charge in just 40 minutes do no need to weight for...
8482,5,"Sound quality is good base is also nice range is good am fully satisfied with this neck band, build quality, connectivity, battery backup, sound and bass everything is superb. This collar neckband is light weight so you can wear all the time and This design is perfect for all kinds of scenarios like the gym, or just for listening to music. value for money"
8483,5,I love This neck band . Nice sound quality Super battery backup . calling experience is amazing Value for mony . But Magnetic lock is not strong and overall performance is very Nice❤️
8484,4,Submitted review after using for more then 15 days; Pros: 1. Battery backup & fast charging 2. Strong built 3. Ease to use on call 4. Good b.tooth range and quick responsive buttons. 5. Indian brand and price worthy  Cons: 1. Sound quality average and bass very poor. 2. Strong built but not gives premium look
8485,5,Amazing bluetooth from MIVI * Super Bass *Clear sound * Awsome batter back up * Fast charging * Perfect and premium product from MIVI
8486,5,"good product. connection stable aftr 2-3 days of use. got it for only 499.build qualiy and packaging is good, call quality below avg. sound balanced , dont expect bass like boat , battery life is as advertised. looks paisa vasool at 499. will update my review aftr few months of use. If stays good till then.. will update to 4 stars"
8487,5,"Mivi Collar Classic Good Quality and Excellent Performance  HD Stereo Sound, Light & Comfortable in Ear fit, Solid Bass, Mems Mic for Crytal, fast changing  Mivi Collar Classic Good Product and Best Sound Quality I love Mivi"
8488,5,Totally worth it battery backup is amazing sound also good connectivity also good really this my first product From mivi I totally loved it and satisfied yes its made in india product 👌class product
8489,5,This is the best neckband earphones i have ever used because its sound quality is very soft and crisp and its connectivity is also very nice. Its battery backup is quite nice as well.
8490,5,"I got Mivi Collar Classic Neckband in 3 days. I loved it. But I make it very clear it's not meant for heavy bass music lovers. It's for soft and simple music lovers. Overall good product by Mivi. Also it's a Made in India brand. Proud of it. Battery backup also nice, on single charge it works for 2 days properly."
8491,3,"The mivi collar classic wireless headphones are the best device in this budget in terms of battery and performance. It gives a perfect fit in your ears. It provides superb quality music with deep and powerful bass. Overall, it's awesome. If you are looking for a best bluetooth neckband ,then go for it ❤️🤩"
8492,5,Its been a week since I bought this earphones. So far its good. The best thing is battery backup. I have used for 2 days with single charge. I used only in office i.e. 8-9hrs a day. not continuously but still good enough. Sound quality is also nice.
8493,3,Lovely fantastic super mass very nice quality is very nice best super
8494,5,"The product is super amazing. The fit is good as it comes with different size of rubber tips. The sound quality is just perfect, you'll feel the bass with every beat. Perfect for workouts as it is sweat resistant battery life is pretty decent.."
8495,5,Just got the product and very much impressed with its quality. Its length is enough so that mic is near to mouth. Its Bluetooth connectivity range is impressive. Very comfortable for ear. Fast charging feature.
8496,5,"Best in class product. Some points I want to share: 1. Battery backup is amazing. 2. Didn't want regular charging. 3. After wearing for long time, it doesn't feel that something is weighted at your neck. 4. High bass and low latency 5. Best for music lover 6. Gifted it to my dad for call/conference purposes, he liked it very much. Go for it Very comfortable"
8497,4,"I am fully satisfied with this neck band, build quality, connectivity, battery backup, sound and bass everything is superb. Fast charging really works like a magic, within a few minutes of charge it gives enough charging. Once fully charged it can easily last for more than a day. Call quality is very good and the mic is also super fine even if I speak in slow voice it is properly audible at the next end. I must say it is my finest purchase of a neck band till now"
8498,5,"This brand is very good quality, its brand is the number one brand of India, its sound quality is HD, the bass is also very good.And it is also very flexible, it has a very good battery backup for me and this brand is from India, I am proud that I am Indian."
8499,4,"This product was amazing specially the comfort and sound it provide. Battery's life is just amazing. I bought this for mainly good sound and call quality and it solves my both purpose, so I loved it"
8500,5,This one is quite well built and I just loves the audio output at this price point. It's looks premium and stylish. After usage i surely say that it has a good battery life and also support fast charging. Recommended this one for long term usage.
8501,5,"Good Budget Bluetooth Earphone by Mivi. Talking about sound quality and bass it's high and loud, built quality is really good this time I should say Mivi has done some great work in build quality. Battery backup is decent and comes with various colour option to choose from such as black, grey, red, orange. Overall the Mivi Classic is a good bluetooth enabled earphone under 1k."
8502,5,Mivi Collar Classic Are Really Very Amazing Bluetooth Earphones Under 1000 Rupees. I'm writing this review after using these Earphones for 2 days continuously. It Has Amazing 24 Hours Battery Fast Charging Light In Weight Amazing Mic Quality At Last It Has Perfect Sound Quality With Bass And Trebble.
8503,5,If you are looking for a neckband in this range then this is definitely a good pick for the price. The sound output is best considering the price. The likeable feature is the battery backup. It's pretty good.
8504,5,Definitely a great product. Design and build quality is really good and so is the bass of this neckband. Really loud yet the sound is really crisp. What makes it really a best recommendation is that it is priced below Rs 1000 and comes in so many colour options. Go for it without a second doubt!
8505,5,1. Good quality of sound with deep bass 2. Good battery backup upto 19 hrs 3. Good build quality I satisfied with this product in this low price
8506,5,"Mivi bluetooth earphone is best earphone as compare to others,mivi gives fast charger and long time use,sound quality is best,i really happy to this awesome product from mivi."
8507,5,Its really a good product in this price range.Sound quality is good and most importantly the battery back up is amazing.Guys go for it without a doubt.Its complete indian product.Well done team Mivi.Thanks flipkart for the fast delivery.
8508,5,"Very good product warm and full of sound, great call clarity long battery life almost best price when compare to many other wireless headphones..."
8509,5,Awesome product by MIVI 🤓✌️🤓... SUCH A GREAT NECK BAND IN BUDGET 🤠. No issue with this mivi neck band ... Every function is working fine... Op...😎🤓😎...  Go for it...🤓✌️🤓... Design and build quality is average but performance and connectivity is truly awesome 🔥.... Superb performance...🔥✌️🔥 Good battery backup.🔥✌️🔥.. Sound quality and specially bass is so good..🤓✨ Awesome bass ...✌️😎✌️... Overall I am satisfied with this product...✌️🔥✌️ In this budget range I think this one is ...
8510,5,"Mivi Collar Classic seems to satisfy my need, my old headset does not have the feature of dual paring, sound output seems to be OK. Mivi Collar Classic can be considered under the budget headset category."
8511,5,When I buy earphone there button is not working properly because when I increase the volume then the button automatically decrease and when I decrease that it not work properly that I return it don't buy for pubg very delay button doesn't work properly my advice that don't but this collar ear buy mivi duo pods m20 is better that mivi collar one!!!
8512,5,BEST PRODUCT 1 Bass Sounds literally amazing.. 2 battery backup is excellent using since 2 days still working 3 it's easy to use .. 5 it's easy to carry .. 6 Easy Customer Service 7 Water Resistance perfect working 8 Easy to connect to devices 9 packaging is also good .. 10 100/10 ❤️❤️ best product 👍👍 11 LAST BUT NOT THE LEAST MADE IN INDIA If u r searching wireless earphone so go for it .. This is a honest review ..🙂 Go for it 😃
8513,5,Tooo much good ... ❤️❤️ I was actually finding this kind of nack band ... 🤘 And it's battery backup is too good... Also comfortable and light weight 💥💥
8514,5,Very nice product.Love the sound quality and bass.
8515,5,Nice 😊👍
8516,5,Simply superb product at this price. Sound quality and battery 🔋 back-up is too good. Strongly recommend.. go for it.😀
8517,5,Got it 13.05.21....till 18.05 i don't plagged it for charge.....till it has 20 % charge....i use it rapidly last two days....thnx flipkart...
8518,2,Awesome.. Value for money..👍👍👍✌✌👌👌
8519,5,According to price it's a good item..sound was okay always use bigger ear buds for more sound..fast chargeable... ✌️✌️✌️
8520,5,Lovely product Indian product ❤️❤️
8521,5,Nice product But colour is not that attractive
8522,5,Awesome product 👌
8523,5,Butefull
8524,5,I ordered it on May 2021. After after two moth the mic of the product is not working. Although i didn't use it very frequently. Now i request it for warranty. They didn't reply yet. Very bad experience.
8525,5,Loving it 🔥🔥
8526,3,Its a very useful and handsfree product If you are more information about mivi collar classics product review and unboxing on ITS OK BUY IT you tube channel
8527,5,Nice product
8528,4,voice call very poor
8529,5,Wasn't expecting that much. Good product by MIVI
8530,5,Awesome product proudly Mivian 🥳
8531,1,Stop working after 1 month....Please don't buy it
8532,5,"Product is Good for this Price. Overal Good sound And Bass Quality, I have a Some dispute in spiker filter, Overal Good."
8533,5,Very good product... 👌
8534,5,Really loved the product .
8535,1,"-Sturdy built quality. -Superb battery backup. -Light weight. -Audio is also quite good.  If you looking for wireless earphones at a pocket friendly cost just go for it,  Worth buying!"
8536,5,Good quality Comfortable in ears Battery backup is excellent It gives surround sound effect while playing movies or similar sounds audio.
8537,5,Sound quality is good... But bass is low compared to my previous relame earphones ! Build quality is not that much expected... But it can be compromised ! Overall :- Decent
8538,1,Good
8539,3,"Yes you got fast charging......... Yes you got 20hours + backup ......... Yes sound is OK not bad at this price point ........ Yes range is more than 10m.... Without walls...... With walls around 8~9meter... Yes mic is decent for this price point.......... IF price would be 200 more and magnetic ON/OFF feature would be there it could kill any brand........ CONCLUSION...for this price point VALUE FOR MONEY  BUT....... plastic quality feels cheep,Not as s..."
8540,5,Nice headphone... Bt boat best... Bt only 999 mivi collar classic best..
8541,5,One of the best headphone I ever used Best in quality Excellent battery back up Best in 999 segment I suggest for everyone
8542,5,Awesome sound quality and battery backup is too good I loved it..... Just go for it guys😘👌
8543,5,Value for money product...sound is amazing at this price rate...proud indian product...love it
8544,4,Really good sound quality and bass!!!Good battery life and very satisfying for music lovers. Undoubtedly we can purchase this product without any hesitation and it also comes with 1 year warranty!!!👍👌
8545,5,Not bad
8546,5,"Awesome Neck bank at very less price, that cant get from other brands except mivi.."
8547,5,"BASS IS JUST OK, NOT SO GOOD. I'M CURRENTLY USING MIVI THUNDERBEATS FROM PAST 6 MONTHS AND I CAN SURELY SAY THIS PRODUCT IS NOT EVEN NEARBY THE THUNDERBEATS. BASS QUALITY IS VERY POOR AND BUTTONS ARE HARD TO PRESS,"
8548,5,It is really good product Battery 10/10 Audio 10/10 Bass 10/10 Comfortable in ears👂 Just go for it ❤
8549,5,They making us fool with made in India sentiment neckband was not charge 100 persent even you charge 60 to 90 minutes Sound quality & bass was poor you should not waste money on this
8550,5,"Don't waste money in this product, audio quality is very poor and low, while in call u sometimes hear robotic voice, while speaking the other end people can hear ur fan sound and all the surrounding sounds but ur voice will be very low to them. NOT RECOMMENDED"
8551,5,"The sound quality is quite good for a 1000 rupees bluetooth earphones...the battery backup is nice..got my earphones at 1 pm sharp at 90% charge and Ive been using it continuesly since then, it's been 10 hours and it's still 60% charged..for this I give this 10 out of 10"
8552,4,Used 3 days and I love this neckband 👌🏻 Battery backup is too much good.. I charged only once yesterday and used more than 7 hours continuously during my traveling and the battery is still at 70%.. I will update my review after 1 month
8553,5,Compare with my old neckband this was recently get from flipkart build quality was soo poor quality also very poor
8554,2,Very good and good sound bass
8555,5,"Worst product I have ever used, I have facing auto disconnect problem again and again."
8556,1,Good
8557,1,Good Sound quality Build quality is awesome Bass control is great
8558,5,Good bluetooth earphones in this price range. I love the sound quality and battery life. Fast charging is good.
8559,4,Thanku flipkart for early delivery...best quality in this price segment..true bass.. quality also good..loved it
8560,1,Sound is loud. Good quality. Fast charging. Longer battery hours. Very good at this price.
8561,5,Best product in this price range Sound quality is good Light weight Supports fast charging Battery backup is excellent
8562,1,amazing quality for the price.. and the neck band is very comfortable for long hours of usage .
8563,5,"Good earphones considering the price. Battery Life is same as told by brand. Sound Quality is so good, it's very clear. Delivery was on time and nice packaging."
8564,5,Awesome Product I love this earphone battery backup is awesome too ❤️❤️🔥🔥
8565,5,"Awesome Product. Sounds quality is really great. Best in value, go for it. The only thing i didn't liked is that the buttons are very Hard to press. Overall great product."
8566,5,Good 👍money save
8567,5,AMAZING HEADPHONES Sound is Good 4/5 Bass is Good 4/5 Battery 5/5 Quick charging And Wire is soo good. Price 5/5
8568,5,Nice product worth for money
8569,5,Awesome sound quality....and wonderful design❤️
8570,5,Better product for 1k
8571,5,Sound and microphone quality is good and bass is descent ..... For general use it is best..... If you only want this for bass then it is not good for you.
8572,4,Excellent sound quality
8573,4,Nice product with good features. great sound quality
8574,4,"The color is very beautiful, the sound can be heard clearly. This is a really good thing ."
8575,5,The product is good at the price of a thousand rupees but the sound quality is not what I expected. Sound quality is not good
8576,5,"Highly recommend, the product was soooooo good I'm enjoying the music with mivi, the sound quality was good"
8577,4,It has very good sound quality and bass. Best for the music lovers!!! 👌🏻👌🏻Go ahead and buy this product as it has a premium build quality....❤️
8578,5,Excellent bass
8579,5,It is best... I woult prefer mivi rathar than boat
8580,5,Stopped working in just 3 months Sound quality not good These earphone dont worth giving 999
8581,5,"Poor build quality, didn't expect this from Mivi. I am writing this review after almost 2 weeks. The magnets at end of earpiece somehow got displaced and now both the earpieces didn't stick. The material protecting the internals of earpiece got scrapped and now anything like sweat or ear wax can go inside the earpieces and damage it. Sound quality is average. Battery backup is decent. But I am extremely disappointed by poor build quality. This product won't last a year for a heavy user for s..."
8582,3,After Using one week volume automatically slow... volume up & down switch are not properly working
8583,5,Power on is very slow and pairing with mobile is very dead slow...very very worst experience while attending calls because who ever calls me cannot able to hear my voice as it seems to like muted...I ashamed of buying this indian product...Please fullfill all my feedbacks above to your customers as well as me.
8584,5,faulty product received
8585,5,Very poor product. Flying Beast Cheated Us.
8586,5,On off button stopped working after 7 days
8587,1,Only one thing is better made in India Totally waste of money Very low quality Metterial like 300 rs Plz go with another brand
8588,1,"It's just average,not too good. And it's heavy weight and bulky. Design is not attractive and comfortable. Anyway overall it's average performer."
8589,1,One of the best earphone in this range thanks to flipkart
8590,1,Fantastic bass or nice sounds quality and good Look 👍👍👍👍
8591,1,Pros: -Design -Build Quality -Dust & Splash Proof -Sound(Could Have been better)  Cons: -Bass -Magnetic power in both the earpiece which helps in attachment when not in use.  Overall score: 4.2/5
8592,1,"It's built quality okay and sound quality is good, but automaticaly disconnects and reconnect while using eventhough it charges fast to reach 100% in 15 to 20 mins, it's battery backup is very poor, only last for 3 hours likely, if it's battery backup is good it might get a 5 star"
8593,1,Very good product thanks flipkart 😊
8594,1,Value for money... 599 Everything things is good❤️🙏🏼
8595,3,"I bought this product 3 months ago and I liked so much ,so i brought same product for my friend this time,but it lacks that quality such as wires compared to the old product of mine. Very disappointed"
8596,5,Nice product
8597,5,Looking good but it's Mic quality very bad. When on its battery on 60-50% then it drain speedily to 20% ..
8598,4,"Lasts more than 20 hrs if volume remains at 70 For 600 the audio is really good Built quality is good, survived in rain so yeah, pretty good"
8599,3,It's so nice for Indian premier
8600,5,"Hello guys this is osm product , please trust me , you can go with this without seeing any negative reviews . Before purchasing I was also confused that I should buy or not but personally I trust with indian product so I purchased.Now I am so happy to purched it. Thank u flipkart 🤗🤗🤗"
8601,4,The most amazing thing is its battery backup.After full day use it drain only 20 to 25 percent and charge very fast.sound quality is ok at this price.Happy to choose mivi.Now i am a big fan of mivi.only concern is its build quality it looks very simple as compared to other brand
8602,3,Sound quality is not good...
8603,5,Delivered Product Super Late Even I'm Flipkart + Membership.. Product Delivered Date - 11 Oct 2021 ◆Product Quality Is Very Nice .. ◆Other Thing Im Updating My Review After 7 Days Later .. ●●Update Review ~ 28 Oct 2011●● Sound ~ 4/5 Bass ~ 3/5 Bulid Quality ~ 3/5 Battery Backup ~ 4/5 Value For Money ~ 4/5  Go For It 👍
8604,1,The right side of the headphone stopped working within 10days. Not at all recommended. Worst product
8605,5,Damage inqument
8606,5,Waste
8607,5,Good
8608,5,Nice one ! But I expected more from mivi cause it is an Indian brand 🙂
8609,2,Got defective product.One side earphone was not working.
8610,4,"After using 4 days, I'm reviewing it, battery backup too good, sound quality good but if u want bass it is at average, connectivity good . Value for 💰 money 🤑"
8611,1,Mivi one of the best@718
8612,1,Nice product in this price and it's Indian product so I like it 🥰
8613,1,Mivi's headphone got damaged within 15 days and the warranty of Mivi company which gives one year is a fake warranty.
8614,5,Nice mivi great neckband I bought for just rs 759
8615,4,Good
8616,2,Charging quality is fantastic but sound quality is too poor in call otherwise everything Will be perfect
8617,5,I purchased this for Rs.800 and it is a value for money product..Battery backup is very good at this price point..no other bluetooth earphones gives 24 hour (in real 20hour) battery backup and good sound quality in this price..And One more thing..This product is Purely MADE IN INDIA (from scratch).
8618,4,Fantastic product
8619,5,Very nice
8620,1,It's awesome
8621,5,"Purchase only for Battery backup.But sound output ,bass is very low"
8622,5,Call Voice Its Very very Bad
8623,3,"Mivi Bluetooth Neckband Sound Quality is very good. Battery backup, charging is good. Calling quality good. MIVI brand Sounds Quality is always Excellent. 🇮🇳Made in Indian 🇮🇳"
8624,5,"Battery 🔋 Backup super , but sound technology is better"
8625,5,Super product
8626,5,Build quality and length is apt. And fits perfectly
8627,5,sound quality worst...item is too big compared to other earphones.
8628,5,Really it's a very very bad product...waste of mone. When you call someone one or receive call of someone it doesn't work properly ...I mean the other person on your call can't hear you properly. But the best part is long battery life
8629,1,Good Product
8630,5,"Good product,bass is awesome,sound quality is also Good,I loved it"
8631,5,Awsm more than expected
8632,5,Sound good bass good battery long time design not good
8633,5,It is a very nice quality neckband. Sound is crystal clear. We get a premium experience. Bass is very loud and clear. Built quality is very nice. Battery backup is upto 30hrs on full charge.
8634,1,🥇 Battery backup and charging speed awesome. 🥈 Bass Sound quality and voice clarity so 👍🏻 nice. 🥉 Build quality also good at this price.
8635,2,One side earphone not working and very low sound another one side this problem on first day
8636,4,Base is not good at per cometment
8637,5,I don't like the sound quality . I expected much more than this from mivi but i don't feel bass also and the volume is also not good. It should be upto a level but unfortunately it wasn't. The magnet is also not good. That's why i am returning this product
8638,5,Best Product
8639,4,Awesome product
8640,5,Love this..🔥🔥
8641,5,Product is not as expected...
8642,1,Honest review !!!!  battery backup is good There is no bass only Sound quality is poor Not as loud its should be And there is no mivi logo on battery compartment As it's shown in the images Magnets are below average Feels cheap My old Samsung wired earphones which costs only 400 rupees sound better then these  Mivi disspointed me Worst neckband ever that I've tried Plz look out other neckbands
8643,2,My left ear piece is making crackle noise other than that sound quality is good 1.Bass is ok not for bass lovers 2.Mid's is best for the price. 3.Best performance is at 60 to 70 % of volume above that music gets a bit rough 4.Best in quality . 5.only for melody songs. Returned only for that crackle noise from Left ear piece
8644,3,"Its very bd sound quality , too long wire , plastic quality also bad"
8645,5,Best Product in Best Price Made in india🇮🇳 Thank you :) Flipkart 😍 Thank you :) Mivi ☺
8646,5,BEST NECKBAND IN THE PRICE SEGMENT MUST GO FOR IT LIGHT WEIGHT GREAT BUILT QUALITY ASM BASS CRYSTAL CLEAR VOICE GREAT BATTERY LIFE FAST CHARGE GREAT DESIGN
8647,5,Worst product ever bought will say never ever go for any mivi product  ** After 2 months of use Will say  This thing has one of the cheapest build quality  They have just a piece of cloth to cover the internal parts under the ear buds  Magnet stopped working  User experience uncomfortable to wear for more than 1 hours will feel irritation and uneasiness not at all comfortable.  My earphones stopped working connected them but the warranty claim process is so bad 1 2 week passed but I am jus...
8648,2,Battery quick drained....it's not good... products..
8649,2,Great product in this rate. Thank you mivi
8650,2,Extra ordinary bass.....I liked it very much
8651,1,Nice
8652,5,Item not working cheating product don't bye
8653,5,Nice
8654,1,Nice product
8655,1,Very bad quality..
8656,5,Battery drops quickly after 50 %. Doesn't even lasts for 10 minutes. Need to improve a lot on battery side. Otherwise it's ok from others at this price.
8657,5,Nice product
8658,5,Best battery backup and fast charging  I watched 4 movies without charging.. Sound is nice... bass is also good...  No need to purchase any chini company products.. Buy this...Made in INDIA ❤️
8659,1,Nice product. Excellent battery backup.Must buy it. Support Indian Product's.
8660,4,Good product. Make in India of course.
8661,4,Good product
8662,1,This real mivi coller classic Bluetooth headphones which I want😍 Good stuff provided by flipkart 😍😍
8663,3,I wish mivi shud manufacture phones soon 🇮🇳
8664,5,I use 1 month after it not working I really disappointed this product
8665,5,Sometimes it disconnects without disconnecting
8666,5,Wrost product damage after use of 3 month
8667,4,After two months use voice is not hearing very low sound
8668,4,I baught in May and it stopped working in just 3 months. Waste of money. I recommend all not to buy.
8669,5,Worst brand ......
8670,5,bad product
8671,3,Don't buy poor mic quality
8672,3,One side sound is very low
8673,1,Worst product I have ever purchased.
8674,1,So hard and saund low
8675,1,Major connectivity issues.worst product
8676,1,Nice headphone .I brought it for 760 rs In big billion days.Best in this segment
8677,1,No sound in one side of speaker
8678,1,"Bluetooth chaala bagundi and quality also super and thanks to the supplier, sounds also good"
8679,2,Great product
8680,1,Excellent product with quality better backup and high bass.
8681,1,This is very awasame service get by flipkart. Thanks to have this money valuble product..  Very good service by shadofix rider
8682,1,Very good product.
8683,5,Nice product
8684,1,Good Quality
